problem,mixer,N,p,mean_q,std_q,n_inst,reps,mean_se_binom_sq,se_inst,se_binom,se_total
MaxCut,Grover,8,4,0.07857599999999995,0.03884026610505022,10,100000.0,7.104410257999996e-07,0.01228237058189954,0.0008428766373556688,0.012311257780458959
MaxCut,Grover,8,5,0.031173999999999952,0.02153199748178405,10,100000.0,2.9784917499999953e-07,0.00680901546154475,0.0005457556000628849,0.006830852123311957
MaxCut,Grover,8,6,0.012095999999999961,0.010825277209691548,10,100000.0,1.184421881999996e-07,0.003423253228533747,0.00034415430870468497,0.003440509388864783
MaxCut,Grover,8,7,0.00464299999999997,0.005015595788250006,10,100000.0,4.5988019699999705e-08,0.0015860706513617607,0.00021444817485816872,0.0016005024619822113
MaxCut,Grover,8,8,0.0017569999999999502,0.002238809455442267,10,100000.0,1.7494019099999503e-08,0.0007079737126318814,0.00013226495794426996,0.0007202227411556575
MaxCut,Grover,8,9,0.00065899999999999,0.0009185550246628287,10,100000.0,6.5780634999999005e-09,0.00029047260341266777,8.110526185149703e-05,0.0003015831507782437
MaxCut,Grover,8,10,0.00023099999999996002,0.0003589320579471838,10,100000.0,2.3083068999996006e-09,0.00011350428283646415,4.80448425952214e-05,0.0001232539213259345
MaxCut,Grover,8,11,8.299999999999001e-05,0.0001382469609872896,10,100000.0,8.297590999999002e-10,4.371752763162753e-05,2.8805539397829373e-05,5.235438207277417e-05
MaxCut,Grover,8,12,3.1e-05,5.743595467030116e-05,10,100000.0,3.099607e-10,1.8162843634433704e-05,1.7605700781281046e-05,2.5295248346060744e-05
MaxCut,X,4,2,0.500329,0.0023790822226695115,10,100000.0,2.4999479773e-06,0.0007523318564451529,0.001581122378976403,0.0017509857793603608
MaxCut,X,4,3,0.19108399999999998,0.017070399461576125,10,100000.0,1.5430864626000001e-06,0.005398134286749251,0.0012422103133527753,0.00553921837810876
MaxCut,X,4,4,0.06309299999999993,0.013328235733876297,10,100000.0,5.895239566999994e-07,0.004214758211069492,0.0007678046344611365,0.004284123099827747
MaxCut,X,4,5,0.01878499999999998,0.006049356715111659,10,100000.0,1.839918852999998e-07,0.001912974559858717,0.00042894275294029597,0.001960475338270454
MaxCut,X,4,6,0.00542299999999997,0.002306069527717382,10,100000.0,5.3888049099999715e-08,0.0007292432150295721,0.00023213799581283482,0.0007652997554988937
MaxCut,X,4,7,0.00136399999999994,0.0006779904948530748,10,100000.0,1.3617257999999401e-08,0.0002143994195680383,0.00011669300750258947,0.00024409909690761072
MaxCut,X,4,8,0.00033999999999997,0.0001882079228465517,10,100000.0,3.3985251999997005e-09,5.9516570988434435e-05,5.829687127110425e-05,8.331114824692465e-05
MaxCut,X,4,9,7.9e-05,4.840798832148816e-05,10,100000.0,7.899165000000001e-10,1.530795000427338e-05,2.810545320751829e-05,3.200390340776158e-05
MaxCut,X,4,10,1.9e-05,1.7919573407620816e-05,10,100000.0,1.899935e-10,5.666666666666666e-06,1.3783812970292365e-05,1.4903174531324227e-05
MaxCut,X,4,11,3.0000000000000005e-06,4.83045891539648e-06,10,100000.0,2.9999699999999995e-11,1.5275252316519468e-06,5.47719818885532e-06,5.686214323548957e-06
MaxCut,X,4,12,0.0,0.0,10,100000.0,0.0,0.0,0.0,1e-16
MaxCut,X,6,2,0.49692499999999995,0.016107033142905854,10,100000.0,2.4975705151e-06,0.0050934911079402855,0.0015803703727607652,0.005333031237651506
MaxCut,X,6,3,0.19454699999999997,0.013511477466707073,10,100000.0,1.5653416076999996e-06,0.004272704334883622,0.001251136126766388,0.004452116793283089
